open,high,low,close,volume,datetime
159.64,162.17,157.8068,159.76,327367,2015-12-31 06:00:00
155.11,156.24,153.26,155.99,611023,2016-01-04 06:00:00
157.19,158.21,153.07,154.73,442755,2016-01-05 06:00:00
151.54,151.54,147.0,147.93,712581,2016-01-06 06:00:00
143.93,144.07,138.24,139.0,1136106,2016-01-07 06:00:00
140.53,140.928,134.04,134.23,1449790,2016-01-08 06:00:00
135.57,136.93,132.24,135.84,933682,2016-01-11 06:00:00
136.94,137.41,134.3,136.37,640565,2016-01-12 06:00:00
137.06,138.0,130.0,131.16,864277,2016-01-13 06:00:00
131.99,133.66,128.38,131.82,717967,2016-01-14 06:00:00
128.22,129.728,124.41,128.2,951676,2016-01-15 06:00:00
129.92,131.87,126.7,128.61,864391,2016-01-19 06:00:00
125.49,128.0,120.68,126.57,992557,2016-01-20 06:00:00
127.18,131.33,126.0,127.44,460237,2016-01-21 06:00:00
131.07,134.98,130.35,134.53,788184,2016-01-22 06:00:00
134.17,134.885,127.56,128.18,727981,2016-01-25 06:00:00
126.88,132.225,126.8601,131.4,701474,2016-01-26 06:00:00
131.17,134.71,130.1101,131.1,715731,2016-01-27 06:00:00
132.64,133.385,128.26,128.78,472268,2016-01-28 06:00:00
130.26,134.34,129.98,134.19,616692,2016-01-29 06:00:00
132.83,133.205,129.54,132.2,602039,2016-02-01 06:00:00
125.99,127.7,121.72,122.6,960422,2016-02-02 06:00:00
123.51,123.51,117.29,122.4,792685,2016-02-03 06:00:00
123.33,130.65,122.15,128.66,640677,2016-02-04 06:00:00
128.55,129.96,124.16,124.75,634762,2016-02-05 06:00:00
121.58,121.98,117.12,120.36,780195,2016-02-08 06:00:00
117.69,120.76,117.1,119.94,743039,2016-02-09 06:00:00
120.69,123.65,120.26,120.99,533912,2016-02-10 06:00:00
116.46,120.07,115.97,117.8,763863,2016-02-11 06:00:00
120.47,125.2,119.12,124.42,530004,2016-02-12 06:00:00
126.83,127.92,125.355,126.62,628405,2016-02-16 06:00:00
128.84,132.39,128.84,130.6,455361,2016-02-17 06:00:00
130.76,130.99,127.59,129.2,658393,2016-02-18 06:00:00
128.04,129.63,125.87,129.54,666845,2016-02-19 06:00:00
132.08,135.27,132.08,134.99,571179,2016-02-22 06:00:00
134.43,134.77,129.0,129.17,635964,2016-02-23 06:00:00
126.56,129.49,124.64,128.93,870246,2016-02-24 06:00:00
129.29,130.36,126.42,130.3,476100,2016-02-25 06:00:00
133.06,137.3,132.18,136.93,738495,2016-02-26 06:00:00
137.38,139.96,137.015,138.69,1339424,2016-02-29 06:00:00
140.48,145.15,139.76,144.18,957227,2016-03-01 06:00:00
144.05,145.28,142.29,145.19,753300,2016-03-02 06:00:00
144.86,150.18,144.14,150.01,641998,2016-03-03 06:00:00
151.13,154.35,149.28,153.22,815975,2016-03-04 06:00:00
151.16,152.34,149.88,151.58,383245,2016-03-07 06:00:00
149.9,150.8,147.17,147.33,412248,2016-03-08 06:00:00
149.16,149.16,145.73,148.27,340774,2016-03-09 06:00:00
149.87,150.04,143.24,145.9,591682,2016-03-10 06:00:00
149.97,154.11,147.75,153.66,724788,2016-03-11 06:00:00
152.2,152.56,148.5,151.62,499732,2016-03-14 05:00:00
149.73,150.44,146.3,148.25,498475,2016-03-15 05:00:00
146.91,153.42,146.91,152.92,658572,2016-03-16 05:00:00
152.74,161.56,152.74,159.94,810470,2016-03-17 05:00:00
160.81,163.93,158.51,160.0,1000687,2016-03-18 05:00:00
161.0,163.07,158.28,162.38,693653,2016-03-21 05:00:00
160.2,161.9,158.76,161.49,423117,2016-03-22 05:00:00
161.37,161.37,158.84,158.98,497053,2016-03-23 05:00:00
156.66,157.55,154.6011,157.43,396236,2016-03-24 05:00:00
158.03,158.03,155.465,156.53,297264,2016-03-28 05:00:00
155.36,160.74,154.44,160.33,590930,2016-03-29 05:00:00
161.49,165.1,160.97,163.05,694467,2016-03-30 05:00:00
162.31,163.9,161.79,162.4,390710,2016-03-31 05:00:00
160.95,164.11,160.095,163.89,396078,2016-04-01 05:00:00
164.16,164.17,160.09,160.62,426231,2016-04-04 05:00:00
158.88,160.69,157.16,159.24,682198,2016-04-05 05:00:00
159.6,161.65,158.72,160.7,471242,2016-04-06 05:00:00
158.67,159.75,154.71,156.0,412572,2016-04-07 05:00:00
158.19,158.36,156.16,157.28,487756,2016-04-08 05:00:00
159.11,161.99,158.255,159.14,423473,2016-04-11 05:00:00
159.89,164.71,158.52,164.15,445213,2016-04-12 05:00:00
166.2,170.71,165.3301,170.49,506147,2016-04-13 05:00:00
170.56,173.72,169.91,171.82,540575,2016-04-14 05:00:00
171.6,171.71,169.21,169.99,440129,2016-04-15 05:00:00
168.45,170.88,168.41,170.25,629913,2016-04-18 05:00:00
171.18,172.96,170.58,172.68,771479,2016-04-19 05:00:00
173.89,175.67,171.77,175.18,508645,2016-04-20 05:00:00
174.92,176.16,173.12,174.91,531515,2016-04-21 05:00:00
175.31,178.45,173.495,177.75,568350,2016-04-22 05:00:00
177.33,178.67,173.2,174.93,623790,2016-04-25 05:00:00
177.02,178.34,175.53,177.46,502749,2016-04-26 05:00:00
177.0,179.85,176.17,179.01,475966,2016-04-27 05:00:00
175.45,177.87,173.1,173.77,425811,2016-04-28 05:00:00
173.0,173.57,168.645,170.32,800234,2016-04-29 05:00:00
170.29,172.83,167.26,171.85,733554,2016-05-02 05:00:00
168.5,168.92,163.06,166.24,785684,2016-05-03 05:00:00
163.66,165.935,160.25,162.45,492381,2016-05-04 05:00:00
162.86,163.29,159.98,162.62,624719,2016-05-05 05:00:00
161.37,164.8,160.59,163.61,335479,2016-05-06 05:00:00
163.28,164.68,161.85,161.94,380624,2016-05-09 05:00:00
163.61,167.72,162.86,167.58,453718,2016-05-10 05:00:00
166.61,168.52,165.23,165.42,487730,2016-05-11 05:00:00
166.81,169.24,165.33,168.34,682358,2016-05-12 05:00:00
167.53,169.34,162.6,162.92,541017,2016-05-13 05:00:00
163.48,165.17,162.95,163.87,294992,2016-05-16 05:00:00
162.94,166.04,161.66,162.51,478585,2016-05-17 05:00:00
162.32,165.86,162.32,165.22,386871,2016-05-18 05:00:00
163.14,165.27,160.56,161.75,371669,2016-05-19 05:00:00
163.34,167.01,162.36,165.35,357616,2016-05-20 05:00:00
164.76,166.135,164.33,164.89,260199,2016-05-23 05:00:00
166.16,171.63,166.16,170.66,514941,2016-05-24 05:00:00
171.97,173.03,171.12,171.64,373439,2016-05-25 05:00:00
171.81,171.82,169.785,170.3,264546,2016-05-26 05:00:00
170.08,172.55,170.08,172.48,210244,2016-05-27 05:00:00
173.62,174.71,172.22,173.52,364872,2016-05-31 05:00:00
172.37,173.07,168.81,172.72,369573,2016-06-01 05:00:00
171.61,172.3499,170.24,172.33,304230,2016-06-02 05:00:00
170.32,171.87,167.27,171.52,557353,2016-06-03 05:00:00
173.92,177.765,173.2,175.48,491096,2016-06-06 05:00:00
172.93,174.58,171.0,171.73,1958243,2016-06-07 05:00:00
172.57,174.0,169.19,170.94,592229,2016-06-08 05:00:00
169.08,169.18,164.7,166.51,522123,2016-06-09 05:00:00
163.46,163.84,159.41,159.68,774628,2016-06-10 05:00:00
158.86,159.64,156.79,156.99,876540,2016-06-13 05:00:00
156.17,157.28,152.45,154.17,630860,2016-06-14 05:00:00
155.16,157.09,153.67,153.84,516527,2016-06-15 05:00:00
151.92,152.27,149.75,151.99,474924,2016-06-16 05:00:00
152.24,153.4799,150.79,151.72,559054,2016-06-17 05:00:00
154.15,156.69,153.18,153.23,513445,2016-06-20 05:00:00
154.18,154.6,152.75,153.21,350309,2016-06-21 05:00:00
153.2,156.15,152.805,154.37,429691,2016-06-22 05:00:00
157.5,159.65,156.84,159.56,482855,2016-06-23 05:00:00
148.22,150.84,140.91,141.1,1374745,2016-06-24 05:00:00
137.13,137.28,131.16,132.73,1301551,2016-06-27 05:00:00
135.7,138.62,134.45,136.54,773352,2016-06-28 05:00:00
139.91,140.13,137.7,140.02,572758,2016-06-29 05:00:00
140.08,141.26,138.3775,140.77,1093786,2016-06-30 05:00:00
140.44,140.89,137.13,138.47,746969,2016-07-01 05:00:00
136.88,136.88,133.21,134.19,847601,2016-07-05 05:00:00
132.77,133.36,131.02,132.45,1333542,2016-07-06 05:00:00
132.71,135.52,131.73,134.36,1022794,2016-07-07 05:00:00
137.42,139.13,136.73,138.85,922545,2016-07-08 05:00:00
140.3,142.74,139.67,139.97,1004454,2016-07-11 05:00:00
141.89,144.53,141.74,143.74,590457,2016-07-12 05:00:00
143.57,143.975,141.795,142.92,562682,2016-07-13 05:00:00
146.8,147.4,144.23,144.23,553371,2016-07-14 05:00:00
145.23,145.47,142.68,144.64,399883,2016-07-15 05:00:00
145.58,146.87,144.63,146.42,444658,2016-07-18 05:00:00
145.14,146.32,144.6,145.98,386531,2016-07-19 05:00:00
146.91,147.12,144.91,146.61,290532,2016-07-20 05:00:00
146.09,147.43,145.815,145.94,487353,2016-07-21 05:00:00
146.23,146.36,145.0,145.73,358153,2016-07-22 05:00:00
145.45,145.73,143.91,144.4,420643,2016-07-25 05:00:00
144.58,145.51,142.65,144.94,497644,2016-07-26 05:00:00
145.28,146.62,145.09,145.84,502067,2016-07-27 05:00:00
145.48,146.78,144.39,146.32,340655,2016-07-28 05:00:00
145.79,148.15,144.835,146.78,426133,2016-07-29 05:00:00
144.25,146.46,139.45,144.49,952372,2016-08-01 05:00:00
143.81,144.61,140.41,141.03,478366,2016-08-02 05:00:00
141.2,144.35,140.45,143.63,269356,2016-08-03 05:00:00
143.22,143.945,141.33,142.22,337828,2016-08-04 05:00:00
143.88,146.58,143.88,146.28,447995,2016-08-05 05:00:00
147.0,148.37,144.58,144.82,298578,2016-08-08 05:00:00
145.23,145.23,143.1,144.03,566769,2016-08-09 05:00:00
144.33,144.99,143.01,143.47,352727,2016-08-10 05:00:00
144.36,144.65,143.58,143.81,319955,2016-08-11 05:00:00
142.73,143.46,141.77,143.13,299155,2016-08-12 05:00:00
143.95,144.521,143.31,143.88,236242,2016-08-15 05:00:00
143.43,143.43,141.21,141.26,444026,2016-08-16 05:00:00
141.17,142.1052,140.91,141.8,429873,2016-08-17 05:00:00
141.52,142.92,141.34,141.75,277592,2016-08-18 05:00:00
141.16,142.17,140.45,141.73,267521,2016-08-19 05:00:00
141.32,141.32,140.0,140.72,377912,2016-08-22 05:00:00
141.82,144.39,141.17,143.65,468151,2016-08-23 05:00:00
143.55,144.06,140.96,141.21,581623,2016-08-24 05:00:00
140.57,142.04,139.32,140.34,371848,2016-08-25 05:00:00
141.03,142.675,140.47,142.49,442994,2016-08-26 05:00:00
142.78,144.29,142.18,142.37,333130,2016-08-29 05:00:00
142.61,143.89,142.47,143.75,261595,2016-08-30 05:00:00
144.11,144.545,141.42,142.05,437694,2016-08-31 05:00:00
142.33,142.61,138.26,139.81,474155,2016-09-01 05:00:00
140.61,141.03,139.59,140.45,321903,2016-09-02 05:00:00
140.8,142.34,139.88,141.81,567984,2016-09-06 05:00:00
141.77,147.91,141.77,147.71,876667,2016-09-07 05:00:00
147.56,148.7,145.96,147.53,458747,2016-09-08 05:00:00
146.17,147.31,144.01,144.01,458473,2016-09-09 05:00:00
142.33,148.2,142.08,147.68,471806,2016-09-12 05:00:00
145.2,146.32,143.98,144.76,483999,2016-09-13 05:00:00
144.38,145.06,142.68,143.91,337482,2016-09-14 05:00:00
143.81,147.31,143.81,146.74,381561,2016-09-15 05:00:00
145.53,146.5,143.92,144.55,751807,2016-09-16 05:00:00
145.22,148.64,144.15,145.19,535453,2016-09-19 05:00:00
146.76,146.76,142.76,142.85,450286,2016-09-20 05:00:00
143.59,145.05,142.51,144.63,313881,2016-09-21 05:00:00
146.41,147.71,145.28,147.29,342480,2016-09-22 05:00:00
146.18,147.29,144.37,144.43,239403,2016-09-23 05:00:00
142.67,143.94,140.75,141.16,359380,2016-09-26 05:00:00
140.0,142.1,139.43,141.72,330330,2016-09-27 05:00:00
142.6,143.84,141.87,143.66,303292,2016-09-28 05:00:00
142.96,145.102,140.42,140.61,483129,2016-09-29 05:00:00
142.71,145.27,141.29,144.7,581856,2016-09-30 05:00:00
144.19,147.15,143.94,146.4,527409,2016-10-03 05:00:00
146.66,148.5,146.28,147.07,671601,2016-10-04 05:00:00
147.5,153.16,147.5,152.79,840359,2016-10-05 05:00:00
153.15,154.68,152.15,154.44,811034,2016-10-06 05:00:00
154.0,154.26,151.86,153.06,423086,2016-10-07 05:00:00
154.41,154.86,151.265,151.27,364194,2016-10-10 05:00:00
150.87,150.87,145.95,146.64,735340,2016-10-11 05:00:00
146.76,147.7,145.61,145.81,469098,2016-10-12 05:00:00
143.35,143.475,140.36,142.63,539386,2016-10-13 05:00:00
144.74,145.6,141.62,142.34,369762,2016-10-14 05:00:00
142.76,142.86,139.66,139.82,398084,2016-10-17 05:00:00
142.11,142.41,140.11,141.39,393859,2016-10-18 05:00:00
141.87,142.61,141.1,141.78,274825,2016-10-19 05:00:00
141.37,142.84,140.45,140.98,342547,2016-10-20 05:00:00
139.26,141.49,138.92,141.37,667074,2016-10-21 05:00:00
143.07,144.16,142.45,142.71,457736,2016-10-24 05:00:00
142.46,143.41,140.83,141.77,259701,2016-10-25 05:00:00
140.65,142.3075,140.14,140.98,341211,2016-10-26 05:00:00
142.22,142.22,137.97,138.92,728084,2016-10-27 05:00:00
139.07,139.68,135.22,137.84,728047,2016-10-28 05:00:00
139.8,139.9,132.52,132.66,1026261,2016-10-31 05:00:00
133.13,135.18,131.94,134.34,699214,2016-11-01 05:00:00
133.4,133.915,130.63,131.57,538645,2016-11-02 05:00:00
131.82,133.71,131.4555,132.86,624879,2016-11-03 05:00:00
132.15,133.86,131.59,132.29,720806,2016-11-04 05:00:00
135.8,137.57,132.34,133.03,995524,2016-11-07 06:00:00
132.47,132.68,130.48,131.75,461960,2016-11-08 06:00:00
131.86,140.05,131.77,139.32,672049,2016-11-09 06:00:00
140.94,152.52,140.94,147.73,1639899,2016-11-10 06:00:00
146.54,147.9,142.37,144.33,671364,2016-11-11 06:00:00
146.24,149.125,142.645,143.44,783943,2016-11-14 06:00:00
142.69,143.3799,139.15,142.78,769050,2016-11-15 06:00:00
141.61,143.52,139.87,142.93,363041,2016-11-16 06:00:00
142.95,144.2,141.44,142.6,358370,2016-11-17 06:00:00
142.5,142.7,140.43,140.63,443860,2016-11-18 06:00:00
141.56,143.74,141.19,143.55,502276,2016-11-21 06:00:00
143.94,145.53,143.41,145.38,595535,2016-11-22 06:00:00
145.38,147.6,144.13,147.2,562153,2016-11-23 06:00:00
147.22,149.99,147.22,148.59,246032,2016-11-25 06:00:00
147.42,147.85,145.54,146.43,800919,2016-11-28 06:00:00
146.5,147.39,144.49,145.0,689430,2016-11-29 06:00:00
147.1,148.66,146.8,148.1,592908,2016-11-30 06:00:00
149.01,151.09,148.22,148.44,599904,2016-12-01 06:00:00
148.3,148.81,146.4184,147.08,485431,2016-12-02 06:00:00
149.21,151.1,149.03,149.99,443818,2016-12-05 06:00:00
150.76,153.74,150.1,153.6,447245,2016-12-06 06:00:00
153.21,158.5,153.12,157.81,588729,2016-12-07 06:00:00
159.11,162.42,157.03,161.38,662072,2016-12-08 06:00:00
161.46,162.55,160.41,161.11,477505,2016-12-09 06:00:00
160.61,162.85,158.31,158.38,673201,2016-12-12 06:00:00
158.95,161.25,158.545,160.73,692959,2016-12-13 06:00:00
159.29,160.6,154.55,154.82,701490,2016-12-14 06:00:00
155.46,157.22,151.0,151.39,1008935,2016-12-15 06:00:00
151.07,153.02,148.3,148.49,936646,2016-12-16 06:00:00
147.64,149.1,145.02,146.25,562955,2016-12-19 06:00:00
147.72,148.2699,146.0401,146.98,539550,2016-12-20 06:00:00
146.71,148.09,144.69,147.3,683079,2016-12-21 06:00:00
147.37,147.9,145.2,145.88,361285,2016-12-22 06:00:00
145.75,145.89,143.12,143.98,334227,2016-12-23 06:00:00
144.66,145.41,144.105,145.05,392088,2016-12-27 06:00:00
145.0,145.12,142.96,143.67,429031,2016-12-28 06:00:00
143.5,145.4,143.04,143.93,496083,2016-12-29 06:00:00
144.94,146.209,144.37,145.3,670342,2016-12-30 06:00:00
147.72,148.945,144.4,145.79,625463,2017-01-03 06:00:00
145.93,149.94,145.49,149.41,649597,2017-01-04 06:00:00
149.05,149.9725,145.54,147.58,418747,2017-01-05 06:00:00
148.1,148.804,146.19,147.25,455952,2017-01-06 06:00:00
145.78,147.0,143.03,143.43,463150,2017-01-09 06:00:00
143.43,144.16,142.53,143.27,541900,2017-01-10 06:00:00
143.2,145.25,142.75,145.22,500206,2017-01-11 06:00:00
144.28,144.605,140.85,143.58,565561,2017-01-12 06:00:00
144.33,146.43,143.26,143.53,495649,2017-01-13 06:00:00
142.72,143.52,141.21,141.39,937658,2017-01-17 06:00:00
141.72,142.08,139.52,142.03,981555,2017-01-18 06:00:00
142.2,143.22,140.75,141.34,344025,2017-01-19 06:00:00
142.1,143.675,142.1,143.49,383088,2017-01-20 06:00:00
142.79,143.78,141.576,142.86,570658,2017-01-23 06:00:00
143.85,146.1599,143.4,144.86,556832,2017-01-24 06:00:00
145.96,146.36,144.115,145.7,589116,2017-01-25 06:00:00
146.49,146.49,143.42,144.47,755230,2017-01-26 06:00:00
144.06,144.75,142.2,144.45,549747,2017-01-27 06:00:00
144.18,151.82,143.07,151.32,1380975,2017-01-30 06:00:00
152.23,153.59,150.2,152.36,1065828,2017-01-31 06:00:00
153.58,157.119,152.21,156.58,1081702,2017-02-01 06:00:00
155.13,157.03,154.225,154.96,826971,2017-02-02 06:00:00
157.9,158.895,156.6,158.13,1156313,2017-02-03 06:00:00
157.0,159.24,157.0,157.65,651892,2017-02-06 06:00:00
158.97,161.11,158.71,160.54,724409,2017-02-07 06:00:00
