,maxFit,aveFit,minFit,maxSharpe,aveSharpe,minSharpe
0,0.16233336214161867,0.1615183301131845,0.1607032980847503,-2.2986292863105184,-inf,-inf
1,0.16378541588898898,0.1535682928051447,0.14162295207801276,-2.254199170049938,-2.3358517533611582,-2.491949270773658
2,0.14479628013308438,0.05262410671852027,-0.12829102532393866,1.187760905123888,-1.3123684339356414,-2.632916936157154
3,-0.05388375991658028,-0.10246916878676127,-0.11605044422983875,2.7023196573230868,1.6472333171587015,0.6119211456388355
4,0.1645606359479579,0.0731430778207678,-0.1255827852324261,2.2762095833450737,-0.6119088725010052,-2.2986292863105184
5,0.14479628013308438,0.11859390288970184,-0.030838517896350347,-2.491949270773658,-2.709194274082997,-3.3147868731655143
6,0.15552056658156613,0.00034022783894679015,-0.16249825019747322,2.2762095833450737,-0.5300508482161485,-2.476071101839309
7,0.169123732652736,0.05966843160030724,-0.12620404982660802,2.800203805988202,-0.3026508446203512,-2.8502977126921207
8,0.1629535717942461,0.12071979103807881,-0.12344558753516212,1.0790845057951257,-1.6452940022379228,-2.2986292863105184
9,0.16611133782227236,0.015950449049573465,-0.16170384643524355,2.377988056490086,-0.4061417015327819,-2.8502977126921207
10,0.16549535541223806,-0.008889113602541986,-0.13686465134763445,2.315427215293191,0.8514677006509338,-2.2986292863105184
11,0.16552504409946844,0.14218981247978912,0.08127520917316121,0.4543441981439941,-1.6103859151968902,-2.2986292863105184
12,0.16008591791061688,0.06599228219127382,-0.12655283542857798,1.7993937195239806,-0.5858801637382656,-2.2986292863105184
13,0.16869847251907502,0.12006226186881863,-0.13440869641053776,-0.9848198179004342,-2.138559360032384,-2.491949270773658
14,0.1647968376974626,0.06317424543357582,-0.12282992483105631,2.2762095833450737,-0.6602397319558586,-2.2986292863105184
15,0.16641863652319583,0.16248391378076676,0.15317462882716876,-2.2986292863105184,-2.2986292863105184,-2.2986292863105184
16,0.16044989004145174,0.13299726127792058,0.08276897118615445,0.4543441981439941,-1.225651077915556,-2.2986292863105184
17,0.16632261556748265,0.15709028656964014,0.13796850527182533,-2.2986292863105184,-2.2986292863105184,-2.2986292863105184
18,0.16468434454510963,0.12057878592285315,-0.12311335495669061,1.3498458172108883,-1.9743556666129618,-2.2986292863105184
19,0.1666288617941256,0.10645336943408082,-0.16334279412827896,2.2762095833450737,-1.7097644525039506,-2.2986292863105184
20,0.16626684786907747,0.1572287583495202,0.15055419330584802,-2.2986292863105184,-2.316203830352622,-2.491949270773658
21,0.1644043264085334,0.0040150309597966685,-0.16242053578249044,2.609319579433952,0.07206764753949724,-2.2986292863105184
22,0.12408212348502205,-0.0009194659171449585,-0.12592105531931197,2.2762095833450737,-0.011209851482722355,-2.2986292863105184
23,0.1655573816946197,0.051478085866585095,-0.12503732249355073,1.4515863414782388,-0.647639892673444,-2.2986292863105184
24,0.15967313584284945,0.024662163140116305,-0.14581741153139482,2.800203805988202,-0.04046083004266673,-2.384191532347055
25,0.14070603966491121,0.05718065446912043,-0.07807140990167605,1.3184796158071888,-0.017865318553835344,-2.2986292863105184
26,0.16855587701943603,0.1642062663596022,0.15351379876688614,-2.1566323271924928,-2.294598235376126,-2.384191532347055
27,0.16549531337843523,0.06232315820828945,-0.1584463720639185,1.0790845057951257,-0.7659574671704792,-2.2986292863105184
28,0.16891043975662567,0.14848531040716115,0.08072653536040246,0.4543441981439941,-1.7480345894196159,-2.2986292863105184
29,0.16772040846457995,0.15442040343154279,0.08370523830439731,0.4543441981439941,-1.9545076007537043,-2.2986292863105184
30,0.16830074335993297,0.11988481159803376,-0.11851697633699208,1.3184796158071888,-1.8095165837884373,-2.491949270773658
31,0.16976703171792762,0.06587415029012746,-0.14195177067145856,2.4766635149469747,-0.43523856096373903,-2.2986292863105184
32,0.1699140835453657,0.04157314820902142,-0.1562648124452887,2.2762095833450737,-0.9391485010886257,-2.8502977126921207
33,0.16916815129105423,0.009592831436424126,-0.16158759369952574,1.0790845057951257,-0.4025816909487803,-2.2986292863105184
34,0.16773593215601149,0.13953383729199118,-0.1217224852687273,1.5085553304037738,-2.00576893117865,-2.2986292863105184
35,0.16907464838045846,0.050050994307781246,-0.15897301338540193,3.0225641894894353,-0.4063487624102395,-2.491949270773658
36,0.16818138796317356,0.160452646791589,0.14499161038808375,-2.2986292863105184,-2.3469592824263033,-2.491949270773658
37,0.16890016589271012,0.09224306273747877,-0.15626451899756966,2.2762095833450737,-1.3034784246607358,-2.491949270773658
38,0.169355225284258,0.0057292657307897775,-0.16378260863082295,2.5746634590099564,0.03853246112809128,-2.2986292863105184
39,0.16930258706095333,0.16260122633277405,0.14048443449022183,-2.2986292863105184,-2.326517509360486,-2.491949270773658
40,0.16856998133220655,0.10359640294817635,-0.16060753459932398,2.2762095833450737,-1.4148106330517942,-2.8502977126921207
41,0.16874568063301457,0.15372006487773127,0.12939080766809094,-1.3579993642506605,-1.6792546123723595,-2.2986292863105184
42,0.16966456912269443,0.1361714748639337,0.015730013585974912,-1.9271415233693259,-2.32865939688392,-2.8502977126921207
43,0.1603549497488424,0.05826150844090914,-0.12205789743360679,1.853506708095227,0.13037480734740914,-2.491949270773658
