,setup_prob_add,setup_prob_del,setup_prob_change,setup_actual_add,setup_actual_del,setup_actual_change,predict_prob_add,predict_prob_del,predict_prob_change,predict_actual_add,predict_actual_del,predict_actual_change,update_prob_add,update_prob_del,update_prob_change,update_actual_add,update_actual_del,update_actual_change
0,0.8819999999999998,0.018000000000000016,0.01764000000000002,3,1,8,0.8787475384615384,0.021252461538461557,0.020676689538461548,17,16,34,0.859202203144724,0.04079779685527601,0.03719883604297939,98,71,178
1,0.8658,0.03420000000000002,0.03290040000000004,3,2,10,0.8530899791031661,0.04691002089683394,0.04304999770431395,77,57,153,0.8186288715655521,0.08137112843444791,0.06761148552731999,118,81,192
2,0.8423999999999997,0.057599999999999964,0.05391359999999998,4,0,9,0.8335374863845831,0.0664625136154168,0.06125215020807148,48,22,75,0.794944144191828,0.10505585580817163,0.08962391534965074,173,105,302
3,0.8567999999999999,0.04320000000000002,0.04112640000000002,2,4,8,0.8534794736842105,0.0465205263157895,0.043845868421052654,27,19,31,0.823413620741733,0.07658637925826703,0.0682148162561573,143,96,227
4,0.8423999999999997,0.057599999999999964,0.05391359999999998,4,4,5,0.8231923874345548,0.07680761256544498,0.06420833380104707,120,78,177,0.7795923223549892,0.12040767764501079,0.08409025280036095,150,105,279
5,0.8658,0.03420000000000002,0.03290040000000004,6,1,8,0.8563831260504202,0.04361687394957985,0.040973939764705904,34,16,57,0.8260335611375108,0.07396643886248931,0.06461548102671902,140,92,272
6,0.8658,0.03420000000000002,0.03290040000000004,3,2,7,0.8627635294117648,0.037236470588235315,0.03563151137254905,14,10,17,0.8467043827732528,0.053295617226747326,0.0482424551255914,79,54,118
7,0.8567999999999999,0.04320000000000002,0.04112640000000002,3,1,6,0.8405480620119218,0.05945193798807821,0.05302354633704546,101,72,154,0.7947320486854482,0.10526795131455166,0.08247663469052677,177,132,277
8,0.8694000000000002,0.03060000000000002,0.029559600000000023,2,2,8,0.8602448175077178,0.03975518249228224,0.037464836350059046,58,40,145,0.8306364351676533,0.06936356483234686,0.060821982765812375,116,77,226
9,0.8658,0.03420000000000002,0.03290040000000004,4,2,9,0.8594543534482759,0.040545646551724164,0.038429959913793145,34,29,64,0.8392958277821251,0.06070417221787503,0.05562472339278061,89,62,163
10,0.8694000000000002,0.03060000000000002,0.029559600000000023,4,1,8,0.8548773472333603,0.045122652766639966,0.04045728725581398,79,44,123,0.822204208508954,0.0777957914910459,0.06128317172344508,125,84,198
11,0.8658,0.03420000000000002,0.03290040000000004,2,1,7,0.8490662735098263,0.05093372649017374,0.046737216476067225,93,46,155,0.8103620495865521,0.08963795041344796,0.07428762420418032,138,100,215
12,0.8694000000000002,0.03060000000000002,0.029559600000000023,6,0,8,0.8054360288018159,0.09456397119818487,0.04483519779167674,421,397,914,0.7576785951876496,0.14232140481235034,0.06200512788245352,138,98,258
13,0.8675999999999999,0.03240000000000003,0.031233600000000028,3,1,11,0.8669261538461538,0.03307384615384619,0.03185518153846157,4,7,11,0.8591597524752477,0.04084024752475251,0.03857356041167277,40,34,69
